User ID,Age,Gender,Location (City - Subarea),"Coordinates (X, Y)",Service Category Preferences,"Ratings (Plumbing, Housekeeping, etc.)",Number of Requests
2154,42,Female,Adrar - Timimoun,"(27.46, 0.286)","Painting & Renovation, Babysitting & Childcare, Home Appliance Repair","Painting & Renovation (4.3), Babysitting & Childcare (3.8), Home Appliance Repair (3.4)",12
2155,33,Female,Oran - El Hassi,"(35.72, -0.63)","Tutoring & Educational, Auto Repair, Personal Care (Home Services), Pest Control, Housekeeping / Cleaning","Tutoring & Educational (4.5), Auto Repair (4.5), Personal Care (Home Services) (4.1), Pest Control (4.8), Housekeeping / Cleaning (4.8)",27
2156,56,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Pest Control, Plastering & Tiling, Electrical Services","Pest Control (3.7), Plastering & Tiling (4.1), Electrical Services (3.9)",8
2157,32,Female,Tiaret - Merine,"(35.371, 1.315)","Auto Repair, Tutoring & Educational, Carpentry, Painting & Renovation, Electrical Services","Auto Repair (4.6), Tutoring & Educational (4.7), Carpentry (3.5), Painting & Renovation (3.2), Electrical Services (3.2)",27
2158,24,Male,Adrar - Timimoun,"(27.46, 0.286)","Tailoring & Alteration, Painting & Renovation, Babysitting & Childcare, Home Appliance Repair","Tailoring & Alteration (3.8), Painting & Renovation (5.0), Babysitting & Childcare (3.8), Home Appliance Repair (4.4)",23
2159,42,Female,Annaba - El Hadjar,"(36.862, 7.76)","Plastering & Tiling, Personal Care (Home Services), Tutoring & Educational, Carpentry, Event Planning","Plastering & Tiling (3.6), Personal Care (Home Services) (3.2), Tutoring & Educational (4.2), Carpentry (3.1), Event Planning (4.8)",15
2160,31,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Babysitting & Childcare, Home Appliance Repair, Event Planning, Pest Control, Electrical Services","Babysitting & Childcare (4.2), Home Appliance Repair (3.0), Event Planning (3.3), Pest Control (3.8), Electrical Services (3.2)",7
2161,34,Female,Adrar - Timimoun,"(27.46, 0.286)","Plumbing, Electrical Services, Babysitting & Childcare, Plastering & Tiling, Carpentry","Plumbing (4.3), Electrical Services (3.0), Babysitting & Childcare (4.4), Plastering & Tiling (4.4), Carpentry (3.2)",24
2162,38,Female,El Oued - Guemar,"(33.133, 6.9)","Pest Control, Personal Care (Home Services), Plumbing, Plastering & Tiling","Pest Control (3.1), Personal Care (Home Services) (3.3), Plumbing (4.3), Plastering & Tiling (3.2)",6
2163,54,Female,Bejaia - Tizi Rached,"(36.761, 5.748)","Carpentry, Electrical Services","Carpentry (3.7), Electrical Services (4.6)",8
2164,45,Female,Oran - El Hassi,"(35.72, -0.63)","Babysitting & Childcare, Tailoring & Alteration, Carpentry","Babysitting & Childcare (3.3), Tailoring & Alteration (5.0), Carpentry (3.1)",14
2165,50,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Event Planning, Carpentry, Personal Care (Home Services), Painting & Renovation, Plumbing","Event Planning (4.2), Carpentry (4.1), Personal Care (Home Services) (3.2), Painting & Renovation (3.2), Plumbing (3.5)",21
2166,29,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Auto Repair, Plumbing, Carpentry","Auto Repair (3.9), Plumbing (4.1), Carpentry (4.2)",12
2167,38,Female,Illizi - Djanet,"(26.269, 9.484)","Tailoring & Alteration, Plastering & Tiling, Carpentry","Tailoring & Alteration (4.1), Plastering & Tiling (4.4), Carpentry (4.0)",30
2168,48,Male,Oran - El Hassi,"(35.72, -0.63)","Auto Repair, Babysitting & Childcare, Housekeeping / Cleaning, Carpentry, Electrical Services","Auto Repair (3.4), Babysitting & Childcare (3.5), Housekeeping / Cleaning (4.6), Carpentry (4.2), Electrical Services (4.2)",19
2169,40,Female,Tiaret - Merine,"(35.371, 1.315)","Home Appliance Repair, Electrical Services, Housekeeping / Cleaning, Personal Care (Home Services), Plastering & Tiling","Home Appliance Repair (3.4), Electrical Services (3.2), Housekeeping / Cleaning (4.8), Personal Care (Home Services) (3.3), Plastering & Tiling (4.6)",6
2170,20,Male,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Carpentry, Plastering & Tiling","Carpentry (3.7), Plastering & Tiling (4.1)",10
2171,60,Female,Adrar - Timimoun,"(27.46, 0.286)","Babysitting & Childcare, Tutoring & Educational, Event Planning, Housekeeping / Cleaning, Pest Control","Babysitting & Childcare (5.0), Tutoring & Educational (4.7), Event Planning (4.7), Housekeeping / Cleaning (4.6), Pest Control (3.9)",15
2172,56,Female,Biskra - El Hassi,"(34.85, 5.72)","Personal Care (Home Services), Carpentry","Personal Care (Home Services) (4.4), Carpentry (3.4)",29
2173,56,Female,Setif - Belkhir,"(36.185, 5.404)","Housekeeping / Cleaning, Carpentry, Plumbing","Housekeeping / Cleaning (4.3), Carpentry (4.6), Plumbing (3.0)",16
2174,54,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Pest Control, Tailoring & Alteration","Pest Control (3.1), Tailoring & Alteration (3.5)",12
2175,50,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Tailoring & Alteration, Personal Care (Home Services), Housekeeping / Cleaning","Tailoring & Alteration (3.6), Personal Care (Home Services) (3.1), Housekeeping / Cleaning (4.0)",20
2176,56,Female,Constantine - Ziadia,"(36.365, 6.613)","Painting & Renovation, Event Planning, Electrical Services","Painting & Renovation (4.0), Event Planning (3.6), Electrical Services (3.5)",30
2177,46,Female,Constantine - Ziadia,"(36.365, 6.613)","Event Planning, Home Appliance Repair, Tutoring & Educational, Painting & Renovation","Event Planning (4.2), Home Appliance Repair (4.5), Tutoring & Educational (3.0), Painting & Renovation (3.2)",16
2178,34,Female,Annaba - El Hadjar,"(36.862, 7.76)","Carpentry, Electrical Services, Auto Repair","Carpentry (4.4), Electrical Services (3.9), Auto Repair (4.7)",13
2179,37,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Electrical Services, Event Planning, Auto Repair, Babysitting & Childcare, Home Appliance Repair","Electrical Services (3.7), Event Planning (3.8), Auto Repair (3.0), Babysitting & Childcare (4.2), Home Appliance Repair (3.5)",23
2180,52,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Housekeeping / Cleaning, Plastering & Tiling","Housekeeping / Cleaning (3.2), Plastering & Tiling (3.5)",19
2181,40,Female,Batna - Aïn Touta,"(35.552, 5.804)","Painting & Renovation, Carpentry, Home Appliance Repair, Plumbing","Painting & Renovation (4.0), Carpentry (3.7), Home Appliance Repair (4.6), Plumbing (4.5)",8
2182,38,Female,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plastering & Tiling, Babysitting & Childcare, Personal Care (Home Services)","Plastering & Tiling (3.6), Babysitting & Childcare (3.9), Personal Care (Home Services) (3.0)",15
2183,59,Male,Tiaret - Merine,"(35.371, 1.315)","Painting & Renovation, Tutoring & Educational, Babysitting & Childcare","Painting & Renovation (3.2), Tutoring & Educational (4.0), Babysitting & Childcare (3.7)",28
2184,42,Female,Blida - Chrea,"(36.482, 2.831)","Pest Control, Personal Care (Home Services), Tutoring & Educational, Electrical Services, Plumbing","Pest Control (4.2), Personal Care (Home Services) (4.3), Tutoring & Educational (3.7), Electrical Services (4.3), Plumbing (4.7)",5
2185,49,Male,Adrar - Timimoun,"(27.46, 0.286)","Event Planning, Babysitting & Childcare","Event Planning (4.9), Babysitting & Childcare (3.0)",11
2186,56,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Babysitting & Childcare, Plastering & Tiling","Babysitting & Childcare (4.5), Plastering & Tiling (3.5)",24
2187,54,Male,Tlemcen - Sidi Bel Abbes,"(34.887, -1.32)","Plumbing, Carpentry, Event Planning, Babysitting & Childcare","Plumbing (3.4), Carpentry (3.1), Event Planning (3.0), Babysitting & Childcare (4.2)",19
2188,26,Female,Skikda - La Cloche,"(36.866, 6.906)","Babysitting & Childcare, Painting & Renovation","Babysitting & Childcare (3.8), Painting & Renovation (4.6)",16
2189,36,Male,Constantine - Ziadia,"(36.365, 6.613)","Auto Repair, Housekeeping / Cleaning, Pest Control, Home Appliance Repair","Auto Repair (3.0), Housekeeping / Cleaning (4.1), Pest Control (3.6), Home Appliance Repair (3.5)",12
2190,33,Female,Chlef - Tacheta,"(36.153, 1.333)","Electrical Services, Painting & Renovation, Plastering & Tiling, Babysitting & Childcare, Personal Care (Home Services)","Electrical Services (3.4), Painting & Renovation (4.4), Plastering & Tiling (3.0), Babysitting & Childcare (3.3), Personal Care (Home Services) (4.9)",18
2191,28,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Plastering & Tiling, Housekeeping / Cleaning, Tutoring & Educational, Painting & Renovation","Plastering & Tiling (4.1), Housekeeping / Cleaning (3.8), Tutoring & Educational (3.3), Painting & Renovation (4.1)",17
2192,50,Female,Constantine - Ziadia,"(36.365, 6.613)","Housekeeping / Cleaning, Plastering & Tiling, Painting & Renovation","Housekeeping / Cleaning (3.5), Plastering & Tiling (3.7), Painting & Renovation (3.4)",21
2193,48,Female,El Oued - Guemar,"(33.133, 6.9)","Pest Control, Plastering & Tiling","Pest Control (4.6), Plastering & Tiling (4.7)",10
2194,50,Female,Oran - El Hassi,"(35.72, -0.63)","Electrical Services, Tutoring & Educational, Personal Care (Home Services), Carpentry, Auto Repair","Electrical Services (4.6), Tutoring & Educational (3.6), Personal Care (Home Services) (3.6), Carpentry (3.6), Auto Repair (3.7)",26
2195,45,Female,Illizi - Djanet,"(26.269, 9.484)","Personal Care (Home Services), Carpentry","Personal Care (Home Services) (4.9), Carpentry (3.0)",21
2196,23,Female,Adrar - Timimoun,"(27.46, 0.286)","Carpentry, Plumbing, Tailoring & Alteration","Carpentry (4.6), Plumbing (3.1), Tailoring & Alteration (4.0)",17
2197,32,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Housekeeping / Cleaning, Home Appliance Repair, Tutoring & Educational","Housekeeping / Cleaning (4.1), Home Appliance Repair (3.8), Tutoring & Educational (4.2)",28
2198,27,Female,El Oued - Guemar,"(33.133, 6.9)","Housekeeping / Cleaning, Electrical Services, Event Planning","Housekeeping / Cleaning (3.5), Electrical Services (3.9), Event Planning (3.3)",14
2199,50,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Babysitting & Childcare, Personal Care (Home Services)","Babysitting & Childcare (4.6), Personal Care (Home Services) (4.5)",19
2200,53,Male,Chlef - Tacheta,"(36.153, 1.333)","Tutoring & Educational, Auto Repair, Babysitting & Childcare, Tailoring & Alteration","Tutoring & Educational (4.6), Auto Repair (4.4), Babysitting & Childcare (4.3), Tailoring & Alteration (3.4)",30
2201,28,Female,Algiers - Sidi Abdallah,"(36.745, 3.25)","Auto Repair, Personal Care (Home Services), Plumbing, Tailoring & Alteration, Painting & Renovation","Auto Repair (3.3), Personal Care (Home Services) (4.5), Plumbing (4.9), Tailoring & Alteration (4.5), Painting & Renovation (4.1)",29
2202,34,Female,Biskra - El Hassi,"(34.85, 5.72)","Painting & Renovation, Carpentry, Event Planning, Tutoring & Educational, Electrical Services","Painting & Renovation (3.7), Carpentry (3.7), Event Planning (3.3), Tutoring & Educational (4.8), Electrical Services (3.6)",26
2203,50,Female,Biskra - El Hassi,"(34.85, 5.72)","Electrical Services, Personal Care (Home Services)","Electrical Services (3.3), Personal Care (Home Services) (4.6)",28
2204,54,Male,Chlef - Tacheta,"(36.153, 1.333)","Event Planning, Painting & Renovation, Tutoring & Educational, Tailoring & Alteration, Electrical Services","Event Planning (4.4), Painting & Renovation (3.1), Tutoring & Educational (4.3), Tailoring & Alteration (3.8), Electrical Services (3.1)",27
2205,44,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Plastering & Tiling, Tailoring & Alteration","Plastering & Tiling (3.3), Tailoring & Alteration (3.1)",7
2206,38,Female,Constantine - Ziadia,"(36.365, 6.613)","Personal Care (Home Services), Auto Repair, Event Planning","Personal Care (Home Services) (3.5), Auto Repair (4.3), Event Planning (3.5)",24
2207,31,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tailoring & Alteration, Event Planning, Home Appliance Repair, Electrical Services, Babysitting & Childcare","Tailoring & Alteration (4.7), Event Planning (3.1), Home Appliance Repair (3.1), Electrical Services (3.5), Babysitting & Childcare (3.7)",14
2208,33,Male,Batna - Aïn Touta,"(35.552, 5.804)","Housekeeping / Cleaning, Personal Care (Home Services)","Housekeeping / Cleaning (4.0), Personal Care (Home Services) (3.2)",27
2209,35,Male,Constantine - Ziadia,"(36.365, 6.613)","Auto Repair, Electrical Services","Auto Repair (3.4), Electrical Services (3.4)",10
2210,47,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Tutoring & Educational, Carpentry","Tutoring & Educational (4.8), Carpentry (5.0)",17
2211,57,Female,Blida - Chrea,"(36.482, 2.831)","Electrical Services, Auto Repair","Electrical Services (3.8), Auto Repair (4.0)",17
2212,51,Male,Skikda - La Cloche,"(36.866, 6.906)","Painting & Renovation, Home Appliance Repair, Tutoring & Educational, Plumbing","Painting & Renovation (3.7), Home Appliance Repair (3.4), Tutoring & Educational (3.9), Plumbing (3.4)",23
2213,45,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Plastering & Tiling, Babysitting & Childcare, Tailoring & Alteration","Plastering & Tiling (3.5), Babysitting & Childcare (4.2), Tailoring & Alteration (4.3)",30
2214,55,Female,M'sila - Ksar El Hirane,"(35.45, 4.52)","Carpentry, Home Appliance Repair","Carpentry (4.5), Home Appliance Repair (4.6)",11
2215,45,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Tailoring & Alteration, Plastering & Tiling, Tutoring & Educational","Tailoring & Alteration (3.6), Plastering & Tiling (3.9), Tutoring & Educational (3.1)",14
2216,22,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Auto Repair, Tutoring & Educational, Home Appliance Repair, Painting & Renovation","Auto Repair (3.4), Tutoring & Educational (3.7), Home Appliance Repair (3.6), Painting & Renovation (4.8)",15
2217,26,Female,Sidi Bel Abbes - El Gharbi,"(35.189, -0.63)","Personal Care (Home Services), Auto Repair, Tailoring & Alteration, Plumbing, Plastering & Tiling","Personal Care (Home Services) (5.0), Auto Repair (4.7), Tailoring & Alteration (4.7), Plumbing (3.4), Plastering & Tiling (4.0)",5
2218,30,Male,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Painting & Renovation, Babysitting & Childcare, Plastering & Tiling","Painting & Renovation (3.4), Babysitting & Childcare (3.7), Plastering & Tiling (4.0)",22
2219,56,Male,Medea - Bordj Menaiel,"(36.267, 2.741)","Painting & Renovation, Pest Control, Housekeeping / Cleaning, Tailoring & Alteration, Carpentry","Painting & Renovation (3.5), Pest Control (4.6), Housekeeping / Cleaning (4.6), Tailoring & Alteration (4.8), Carpentry (3.4)",15
2220,40,Male,Ghardaia - M'zab Valley,"(32.485, 3.666)","Home Appliance Repair, Painting & Renovation, Personal Care (Home Services), Tailoring & Alteration, Housekeeping / Cleaning","Home Appliance Repair (4.9), Painting & Renovation (3.2), Personal Care (Home Services) (4.8), Tailoring & Alteration (3.2), Housekeeping / Cleaning (3.6)",27
2221,57,Female,Ghardaia - M'zab Valley,"(32.485, 3.666)","Home Appliance Repair, Plastering & Tiling, Carpentry, Auto Repair, Pest Control","Home Appliance Repair (3.6), Plastering & Tiling (3.5), Carpentry (3.3), Auto Repair (3.1), Pest Control (3.8)",12
2222,33,Male,Bejaia - Tizi Rached,"(36.761, 5.748)","Pest Control, Babysitting & Childcare, Electrical Services, Tutoring & Educational, Auto Repair","Pest Control (4.7), Babysitting & Childcare (4.0), Electrical Services (4.1), Tutoring & Educational (4.1), Auto Repair (3.4)",25
2223,41,Male,Skikda - La Cloche,"(36.866, 6.906)","Home Appliance Repair, Personal Care (Home Services), Electrical Services","Home Appliance Repair (3.1), Personal Care (Home Services) (4.1), Electrical Services (4.0)",10
2224,43,Female,Illizi - Djanet,"(26.269, 9.484)","Plastering & Tiling, Carpentry","Plastering & Tiling (3.1), Carpentry (4.5)",9
2225,35,Female,Constantine - Ziadia,"(36.365, 6.613)","Tutoring & Educational, Plastering & Tiling, Housekeeping / Cleaning, Plumbing","Tutoring & Educational (3.8), Plastering & Tiling (3.9), Housekeeping / Cleaning (3.2), Plumbing (3.4)",16
2226,37,Male,M'sila - Ksar El Hirane,"(35.45, 4.52)","Painting & Renovation, Tailoring & Alteration, Personal Care (Home Services)","Painting & Renovation (3.6), Tailoring & Alteration (4.5), Personal Care (Home Services) (4.3)",19
2227,49,Male,Annaba - El Hadjar,"(36.862, 7.76)","Event Planning, Personal Care (Home Services), Plastering & Tiling, Babysitting & Childcare, Painting & Renovation","Event Planning (4.4), Personal Care (Home Services) (4.0), Plastering & Tiling (3.5), Babysitting & Childcare (4.3), Painting & Renovation (3.1)",20
2228,25,Female,Bordj Bou Arreridj - El Achir,"(36.18, 3.086)","Painting & Renovation, Home Appliance Repair, Electrical Services","Painting & Renovation (3.5), Home Appliance Repair (4.8), Electrical Services (4.5)",21
2229,51,Female,Medea - Bordj Menaiel,"(36.267, 2.741)","Carpentry, Housekeeping / Cleaning, Event Planning, Auto Repair","Carpentry (3.4), Housekeeping / Cleaning (4.3), Event Planning (4.6), Auto Repair (4.3)",20
2230,35,Female,Tizi Ouzou - Ait Ali,"(36.716, 4.044)","Auto Repair, Personal Care (Home Services), Painting & Renovation, Home Appliance Repair, Tailoring & Alteration","Auto Repair (3.6), Personal Care (Home Services) (4.5), Painting & Renovation (4.7), Home Appliance Repair (3.5), Tailoring & Alteration (4.1)",25
2231,23,Male,El Oued - Guemar,"(33.133, 6.9)","Personal Care (Home Services), Tailoring & Alteration, Carpentry, Event Planning, Electrical Services","Personal Care (Home Services) (4.6), Tailoring & Alteration (4.4), Carpentry (4.1), Event Planning (3.9), Electrical Services (4.9)",11
2232,39,Female,Batna - Aïn Touta,"(35.552, 5.804)","Auto Repair, Tailoring & Alteration, Home Appliance Repair, Housekeeping / Cleaning, Carpentry","Auto Repair (3.6), Tailoring & Alteration (3.4), Home Appliance Repair (3.6), Housekeeping / Cleaning (4.6), Carpentry (3.9)",19
2233,48,Male,Mostaganem - Ain Nouissy,"(35.929, 0.089)","Pest Control, Carpentry, Babysitting & Childcare, Electrical Services, Event Planning","Pest Control (3.6), Carpentry (4.7), Babysitting & Childcare (4.5), Electrical Services (4.7), Event Planning (3.3)",14
